instance_id,mechanism,scale,mechanism_parameter,algorithm,algorithm_id,status,reference_class,reference_burden,observed_burden,observed_burden_ratio,theoretical_ratio_if_applicable,evidence_class,record_path,record_sha256
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,EXACT_FINITE,15//4,15//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,772130a1eb747dd0cb2670bcd8995d6c139dbb84a024e27765cf974cbc4874e9
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,63//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/weighted_greedy__mandatory_only.toml,5a78b2102b2a30e73fc2617c9445608f281cd631919e502008934378151c331e
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,24//1,32//21,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/cardinality_greedy__mandatory_only.toml,9c10b5a00d978ba47c528428230ad212c88dc89815e19d9bdb1f4c8caed179b5
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,63//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/weighted_greedy_reverse_delete__mandatory_only.toml,57beb22fc4ad1a76f25534cb7ba7b82f04346abcd62e9f1a3c1c8c397c6574af
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,16//1,64//63,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/heaviest_safe_first__mandatory_only.toml,eae1138ae82284d6de902e420d8d8e33806434657907a3c6f89e4591cfbd4849
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,24//1,32//21,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/lightest_safe_first__mandatory_only.toml,d77b8b052f7c765654f676da33d3206dedef1ec47ca11d33f716a87dedd7fb94
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,16//1,64//63,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/maximum_immediate_burden_release__mandatory_only.toml,9408df915beb1c56752c9010c5b6b3bbe684d14648f8ed2a4a4cedf919ff60dd
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,24//1,32//21,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/minimum_unique_carrier_exposure__mandatory_only.toml,701ca7cdf6baeaf56beffcab81950a8c51c97488c6a7dd26cbbb329f01a6e24c
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,24//1,32//21,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/declared_source_order__mandatory_only.toml,a5cb5b161c7716c556b29296a72c6126d163c2bd113c508e818dd932af2a080a
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,24//1,32//21,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/random_order_rechecked_deletion__mandatory_only.toml,7c99dfddadbb88d3c06329fc079e0627a5952fbe1b806350c52cdc730d3df70c
V2-C-M07-S02,bundle_versus_singleton,medium,k=16;bundles=2,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,63//4,63//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d085584b92e678f4334d94fca928005615315ff66826d47ba78eafcdb0fc1524
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,255//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/weighted_greedy__mandatory_only.toml,1e9932f293a3d3bb45972db799caf78dbb4b8400673cdaa5f90f7e0554def47d
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,96//1,128//85,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/cardinality_greedy__mandatory_only.toml,94b48f83f0a0ff1623fe4d8a39ba00b9203cf27ecf70a058ba814f9e01e38b77
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,255//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/weighted_greedy_reverse_delete__mandatory_only.toml,02da539291c154d589688f3835b100f1effa4e5ac238919adc4359993861e006
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,64//1,256//255,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/heaviest_safe_first__mandatory_only.toml,1fdf15cff0a72f830b17ab6a2db7daef003ddbe32c716b6c9cf9797419a8b3da
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,96//1,128//85,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/lightest_safe_first__mandatory_only.toml,7669ca4f3315595e8bf8370b5d2002ee2fd820b2450d240d5691cb6ab5ac1f3d
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,64//1,256//255,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/maximum_immediate_burden_release__mandatory_only.toml,087680774516ccf8422d1c334a2d03176b77bbf305c89020315e024d852f9f4d
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,96//1,128//85,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/minimum_unique_carrier_exposure__mandatory_only.toml,05b206db78e721b22fbb6c7bf35a98bcd6086620bcf32dfe77868ff2c7d6b4bd
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,255//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/declared_source_order__mandatory_only.toml,7d41b6f309f207fb8e28488f07084cbf59799d517ca356aa8a667c419a055492
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,96//1,128//85,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/random_order_rechecked_deletion__mandatory_only.toml,d7104fce5e9f315337db1bd81ec3877df09ba83aa37692f5f7ed74e2d4ff9447
V2-C-M07-S03,bundle_versus_singleton,large,k=64;bundles=2,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,255//4,255//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,980de49203ccc80c2bf0e8a32257f37292f70d782e12d513d537fcce30832d0d
